States,Date,Homicides Rate
Illinois,8/1/2020,0.79
Illinois,9/1/2020,0.86
Illinois,10/1/2020,0.68
Illinois,11/1/2020,0.65
Illinois,12/1/2020,0.63
Illinois,1/1/2021,0.1
Illinois,2/1/2021,0.09
Illinois,3/1/2021,0.08
Illinois,4/1/2021,0.1
Illinois,5/1/2021,0.13
Illinois,6/1/2021,0.12
Illinois,7/1/2021,0.74
Illinois,8/1/2021,0.69
Illinois,9/1/2021,0.81
Illinois,10/1/2021,0.63
Illinois,11/1/2021,0.52
Illinois,12/1/2021,0.57
Illinois,1/1/2022,0.56
Illinois,2/1/2022,0.43
Illinois,3/1/2022,0.44
Illinois,4/1/2022,0.63
Illinois,5/1/2022,0.64
Illinois,6/1/2022,0.64
Illinois,7/1/2022,0.74
Illinois,8/1/2022,0.72
Illinois,9/1/2022,0.68
Illinois,10/1/2022,0.59
Illinois,11/1/2022,0.55
Illinois,12/1/2022,0.5
Illinois,1/1/2023,0.47
Illinois,2/1/2023,0.41
Illinois,3/1/2023,0.43
Illinois,4/1/2023,0.52
Illinois,5/1/2023,0.75
Illinois,6/1/2023,0.7
Illinois,7/1/2023,0.63
Illinois,8/1/2023,0.57
Illinois,9/1/2023,0.49
Illinois,10/1/2023,0.49
Illinois,11/1/2023,0.52
Illinois,12/1/2023,0.39
Indiana,1/1/2014,0.29
Indiana,2/1/2014,0.33
Indiana,3/1/2014,0.35
Indiana,4/1/2014,0.44
Indiana,5/1/2014,0.32
Indiana,6/1/2014,0.32
Indiana,7/1/2014,0.44
Indiana,8/1/2014,0.39
Indiana,9/1/2014,0.49
Indiana,10/1/2014,0.56
Indiana,11/1/2014,0.3
Indiana,12/1/2014,0.42
Indiana,1/1/2015,0.29
Indiana,2/1/2015,0.26
Indiana,3/1/2015,0.39
Indiana,4/1/2015,0.32
Indiana,5/1/2015,0.27
Indiana,6/1/2015,0.38
Indiana,7/1/2015,0.36
Indiana,8/1/2015,0.53
Indiana,9/1/2015,0.39
Indiana,10/1/2015,0.39
Indiana,11/1/2015,0.47
Indiana,12/1/2015,0.27
Indiana,1/1/2016,0.3
Indiana,2/1/2016,0.29
Indiana,3/1/2016,0.51
Indiana,4/1/2016,0.45
Indiana,5/1/2016,0.38
Indiana,6/1/2016,0.36
Indiana,7/1/2016,0.42
Indiana,8/1/2016,0.51
Indiana,9/1/2016,0.6
Indiana,10/1/2016,0.53
Indiana,11/1/2016,0.47
Indiana,12/1/2016,0.45
Indiana,1/1/2017,0.37
Indiana,2/1/2017,0.39
Indiana,3/1/2017,0.21
Indiana,4/1/2017,0.49
Indiana,5/1/2017,0.51
Indiana,6/1/2017,0.36
Indiana,7/1/2017,0.45
Indiana,8/1/2017,0.61
Indiana,9/1/2017,0.54
Indiana,10/1/2017,0.45
Indiana,11/1/2017,0.64
Indiana,12/1/2017,0.42
Indiana,1/1/2018,0.55
Indiana,2/1/2018,0.37
Indiana,3/1/2018,0.51
Indiana,4/1/2018,0.36
Indiana,5/1/2018,0.48
Indiana,6/1/2018,0.42
Indiana,7/1/2018,0.52
Indiana,8/1/2018,0.51
Indiana,9/1/2018,0.55
Indiana,10/1/2018,0.34
Indiana,11/1/2018,0.52
Indiana,12/1/2018,0.4
Indiana,1/1/2019,0.31
Indiana,2/1/2019,0.43
Indiana,3/1/2019,0.39
Indiana,4/1/2019,0.4
Indiana,5/1/2019,0.4
Indiana,6/1/2019,0.31
Indiana,7/1/2019,0.37
Indiana,8/1/2019,0.45
Indiana,9/1/2019,0.49
Indiana,10/1/2019,0.53
Indiana,11/1/2019,0.43
Indiana,12/1/2019,0.46
Indiana,1/1/2020,0.58
Indiana,2/1/2020,0.58
Indiana,3/1/2020,0.37
Indiana,4/1/2020,0.41
Indiana,5/1/2020,0.62
Indiana,6/1/2020,0.5
Indiana,7/1/2020,0.74
Indiana,8/1/2020,0.65
Indiana,9/1/2020,0.62
Indiana,10/1/2020,0.95
Indiana,11/1/2020,0.59
Indiana,12/1/2020,0.68
Indiana,1/1/2021,0.53
Indiana,2/1/2021,0.46
Indiana,3/1/2021,0.48
Indiana,4/1/2021,0.51
Indiana,5/1/2021,0.53
Indiana,6/1/2021,0.56
Indiana,7/1/2021,0.75
Indiana,8/1/2021,0.48
Indiana,9/1/2021,0.43
Indiana,10/1/2021,0.79
Indiana,11/1/2021,0.66
Indiana,12/1/2021,0.63
Indiana,1/1/2022,0.35
Indiana,2/1/2022,0.45
Indiana,3/1/2022,0.34
Indiana,4/1/2022,0.76
Indiana,5/1/2022,0.45
Indiana,6/1/2022,0.67
Indiana,7/1/2022,0.82
Indiana,8/1/2022,0.61
Indiana,9/1/2022,0.6
Indiana,10/1/2022,0.82
Indiana,11/1/2022,0.48
Indiana,12/1/2022,0.37
Indiana,1/1/2023,0.39
Indiana,2/1/2023,0.42
Indiana,3/1/2023,0.47
Indiana,4/1/2023,0.32
Indiana,5/1/2023,0.41
Indiana,6/1/2023,0.54
Indiana,7/1/2023,0.51
Indiana,8/1/2023,0.42
Indiana,9/1/2023,0.52
Indiana,10/1/2023,0.52
Indiana,11/1/2023,0.52
Indiana,12/1/2023,0.44
Kansas,1/1/2014,0.21
Kansas,2/1/2014,0.24
Kansas,3/1/2014,0.31
Kansas,4/1/2014,0
Kansas,5/1/2014,0.17
Kansas,6/1/2014,0.72
Kansas,7/1/2014,0.21
Kansas,8/1/2014,0.03
Kansas,9/1/2014,0.34
Kansas,10/1/2014,0.24
Kansas,11/1/2014,0.14
Kansas,12/1/2014,0.48
Kansas,1/1/2015,0.38
Kansas,2/1/2015,0.07
Kansas,3/1/2015,0.38
Kansas,4/1/2015,0.24
Kansas,5/1/2015,0.31
Kansas,6/1/2015,0.38
Kansas,7/1/2015,0.45
Kansas,8/1/2015,0.38
Kansas,9/1/2015,0.31
Kansas,10/1/2015,0.45
Kansas,11/1/2015,0.52
Kansas,12/1/2015,0.34
Kansas,1/1/2016,0.17
Kansas,2/1/2016,0.21
Kansas,3/1/2016,0.38
Kansas,4/1/2016,0.1
Kansas,5/1/2016,0.31
Kansas,6/1/2016,0.34
Kansas,7/1/2016,0.21
Kansas,8/1/2016,0.14
Kansas,9/1/2016,0.48
Kansas,10/1/2016,0.28
Kansas,11/1/2016,0.41
Kansas,12/1/2016,0.34
Kansas,1/1/2017,0.21
Kansas,2/1/2017,0.31
Kansas,3/1/2017,0.45
Kansas,4/1/2017,0.51
Kansas,5/1/2017,0.27
Kansas,6/1/2017,0.65
Kansas,7/1/2017,0.21
Kansas,8/1/2017,0.27
Kansas,9/1/2017,0.58
Kansas,10/1/2017,0.27
Kansas,11/1/2017,0.31
Kansas,12/1/2017,0.38
Kansas,1/1/2018,0.21
Kansas,2/1/2018,0.27
Kansas,3/1/2018,0.55
Kansas,4/1/2018,0.24
Kansas,5/1/2018,0.17
Kansas,6/1/2018,0.62
Kansas,7/1/2018,0.38
Kansas,8/1/2018,0.31
Kansas,9/1/2018,0.38
Kansas,10/1/2018,0.24
Kansas,11/1/2018,0.31
Kansas,12/1/2018,0.17
Kansas,1/1/2019,0.07
Kansas,2/1/2019,0.24
Kansas,3/1/2019,0.21
Kansas,4/1/2019,0.31
Kansas,5/1/2019,0.17
Kansas,6/1/2019,0.31
Kansas,7/1/2019,0.17
Kansas,8/1/2019,0.27
Kansas,9/1/2019,0.38
Kansas,10/1/2019,0.1
Kansas,11/1/2019,0.38
Kansas,12/1/2019,0.58
Kansas,1/1/2020,0.38
Kansas,2/1/2020,0.31
Kansas,3/1/2020,0.34
Kansas,4/1/2020,0.38
Kansas,5/1/2020,0.27
Kansas,6/1/2020,0.38
Kansas,7/1/2020,0.34
Kansas,8/1/2020,0.27
Kansas,9/1/2020,0.27
Kansas,10/1/2020,0.51
Kansas,11/1/2020,0.27
Kansas,12/1/2020,0.24
Kansas,1/1/2021,0.31
Kansas,2/1/2021,0.41
Kansas,3/1/2021,0.34
Kansas,4/1/2021,0.37
Kansas,5/1/2021,0.61
Kansas,6/1/2021,0.24
Kansas,7/1/2021,0.34
Kansas,8/1/2021,0.44
Kansas,9/1/2021,0.44
Kansas,10/1/2021,0.37
Kansas,11/1/2021,0.37
Kansas,12/1/2021,0.41
Kansas,1/1/2022,0.48
Kansas,2/1/2022,0.51
Kansas,3/1/2022,0.31
Kansas,4/1/2022,0.2
Kansas,5/1/2022,0.48
Kansas,6/1/2022,0.37
Kansas,7/1/2022,0.37
Kansas,8/1/2022,0.37
Kansas,9/1/2022,0.31
Kansas,10/1/2022,0.24
Kansas,11/1/2022,0.27
Kansas,12/1/2022,0.61
Kansas,1/1/2023,0.61
Kansas,2/1/2023,0.17
Kansas,3/1/2023,0.41
Kansas,4/1/2023,0.37
Kansas,5/1/2023,0.24
Kansas,6/1/2023,0.31
Kansas,7/1/2023,0.44
Kansas,8/1/2023,0.44
Kansas,9/1/2023,0.54
Kansas,10/1/2023,0.54
Kansas,11/1/2023,0.1
Kansas,12/1/2023,0.27
Kentucky,1/1/2014,0.18
Kentucky,2/1/2014,0.14
Kentucky,3/1/2014,0.29
Kentucky,4/1/2014,0.32
Kentucky,5/1/2014,0.45
Kentucky,6/1/2014,0.39
Kentucky,7/1/2014,0.43
Kentucky,8/1/2014,0.32
Kentucky,9/1/2014,0.27
Kentucky,10/1/2014,0.36
Kentucky,11/1/2014,0.27
Kentucky,12/1/2014,0.27
Kentucky,1/1/2015,0.5
Kentucky,2/1/2015,0.5
Kentucky,3/1/2015,0.29
Kentucky,4/1/2015,0.32
Kentucky,5/1/2015,0.29
Kentucky,6/1/2015,0.43
Kentucky,7/1/2015,0.5
Kentucky,8/1/2015,0.32
Kentucky,9/1/2015,0.25
Kentucky,10/1/2015,0.52
Kentucky,11/1/2015,0.61
Kentucky,12/1/2015,0.43
Kentucky,1/1/2016,0.36
Kentucky,2/1/2016,0.32
Kentucky,3/1/2016,0.43
Kentucky,4/1/2016,0.65
Kentucky,5/1/2016,0.43
Kentucky,6/1/2016,0.52
Kentucky,7/1/2016,0.5
Kentucky,8/1/2016,0.83
Kentucky,9/1/2016,0.41
Kentucky,10/1/2016,0.56
Kentucky,11/1/2016,0.52
Kentucky,12/1/2016,0.45
Kentucky,1/1/2017,0.54
Kentucky,2/1/2017,0.67
Kentucky,3/1/2017,0.54
Kentucky,4/1/2017,0.47
Kentucky,5/1/2017,0.65
Kentucky,6/1/2017,0.7
Kentucky,7/1/2017,0.43
Kentucky,8/1/2017,0.47
Kentucky,9/1/2017,0.38
Kentucky,10/1/2017,0.45
Kentucky,11/1/2017,0.4
Kentucky,12/1/2017,0.36
Kentucky,1/1/2018,0.45
Kentucky,2/1/2018,0.69
Kentucky,3/1/2018,0.45
Kentucky,4/1/2018,0.51
Kentucky,5/1/2018,0.36
Kentucky,6/1/2018,0.54
Kentucky,7/1/2018,0.49
Kentucky,8/1/2018,0.25
Kentucky,9/1/2018,0.4
Kentucky,10/1/2018,0.29
Kentucky,11/1/2018,0.49
Kentucky,12/1/2018,0.74
Kentucky,1/1/2019,0.43
Kentucky,2/1/2019,0.45
Kentucky,3/1/2019,0.38
Kentucky,4/1/2019,0.45
Kentucky,5/1/2019,0.4
Kentucky,6/1/2019,0.6
Kentucky,7/1/2019,0.51
Kentucky,8/1/2019,0.25
Kentucky,9/1/2019,0.54
Kentucky,10/1/2019,0.31
Kentucky,11/1/2019,0.38
Kentucky,12/1/2019,0.45
Kentucky,1/1/2020,0.47
Kentucky,2/1/2020,0.4
Kentucky,3/1/2020,0.4
Kentucky,4/1/2020,0.4
Kentucky,5/1/2020,0.56
Kentucky,6/1/2020,0.6
Kentucky,7/1/2020,0.94
Kentucky,8/1/2020,0.98
Kentucky,9/1/2020,0.83
Kentucky,10/1/2020,0.76
Kentucky,11/1/2020,0.6
Kentucky,12/1/2020,0.83
Kentucky,1/1/2021,0.75
Kentucky,2/1/2021,0.4
Kentucky,3/1/2021,0.69
Kentucky,4/1/2021,0.51
Kentucky,5/1/2021,0.86
Kentucky,6/1/2021,0.89
Kentucky,7/1/2021,0.69
Kentucky,8/1/2021,0.82
Kentucky,9/1/2021,0.8
Kentucky,10/1/2021,0.75
Kentucky,11/1/2021,0.73
Kentucky,12/1/2021,0.51
Kentucky,1/1/2022,0.49
Kentucky,2/1/2022,0.44
Kentucky,3/1/2022,0.82
Kentucky,4/1/2022,0.49
Kentucky,5/1/2022,0.8
Kentucky,6/1/2022,0.64
Kentucky,7/1/2022,0.66
Kentucky,8/1/2022,0.66
Kentucky,9/1/2022,0.82
Kentucky,10/1/2022,0.27
Kentucky,11/1/2022,0.53
Kentucky,12/1/2022,0.64
Kentucky,1/1/2023,0.6
Kentucky,2/1/2023,0.55
Kentucky,3/1/2023,0.35
Kentucky,4/1/2023,0.73
Kentucky,5/1/2023,0.53
Kentucky,6/1/2023,0.51
Kentucky,7/1/2023,0.53
Kentucky,8/1/2023,0.55
Kentucky,9/1/2023,0.6
Kentucky,10/1/2023,0.38
Kentucky,11/1/2023,0.42
Kentucky,12/1/2023,0.33
Louisiana,1/1/2014,0.67
Louisiana,2/1/2014,0.71
Louisiana,3/1/2014,0.75
Louisiana,4/1/2014,0.84
Louisiana,5/1/2014,0.99
Louisiana,6/1/2014,0.65
Louisiana,7/1/2014,0.88
Louisiana,8/1/2014,0.65
Louisiana,9/1/2014,0.6
Louisiana,10/1/2014,0.65
Louisiana,11/1/2014,0.52
Louisiana,12/1/2014,0.95
Louisiana,1/1/2015,0.73
Louisiana,2/1/2015,0.54
Louisiana,3/1/2015,1.05
Louisiana,4/1/2015,0.77
Louisiana,5/1/2015,0.88
Louisiana,6/1/2015,0.92
Louisiana,7/1/2015,1.09
Louisiana,8/1/2015,0.77
Louisiana,9/1/2015,0.69
Louisiana,10/1/2015,0.92
Louisiana,11/1/2015,0.94
Louisiana,12/1/2015,1.13
Louisiana,1/1/2016,0.7
Louisiana,2/1/2016,0.45
Louisiana,3/1/2016,0.81
Louisiana,4/1/2016,0.9
Louisiana,5/1/2016,1
Louisiana,6/1/2016,0.92
Louisiana,7/1/2016,1.45
Louisiana,8/1/2016,1.17
Louisiana,9/1/2016,0.96
Louisiana,10/1/2016,1.03
Louisiana,11/1/2016,1.2
Louisiana,12/1/2016,1.05
Louisiana,1/1/2017,1.17
Louisiana,2/1/2017,0.88
Louisiana,3/1/2017,0.9
Louisiana,4/1/2017,0.96
Louisiana,5/1/2017,0.79
Louisiana,6/1/2017,1.2
Louisiana,7/1/2017,0.96
Louisiana,8/1/2017,1.15
Louisiana,9/1/2017,0.96
Louisiana,10/1/2017,1.22
Louisiana,11/1/2017,0.83
Louisiana,12/1/2017,0.98
Louisiana,1/1/2018,0.97
Louisiana,2/1/2018,1.03
Louisiana,3/1/2018,0.86
Louisiana,4/1/2018,0.92
Louisiana,5/1/2018,1.33
Louisiana,6/1/2018,0.92
Louisiana,7/1/2018,0.84
Louisiana,8/1/2018,0.77
Louisiana,9/1/2018,0.73
Louisiana,10/1/2018,0.84
Louisiana,11/1/2018,1.05
Louisiana,12/1/2018,0.99
Louisiana,1/1/2019,0.9
Louisiana,2/1/2019,0.88
Louisiana,3/1/2019,0.82
Louisiana,4/1/2019,0.67
Louisiana,5/1/2019,1.01
Louisiana,6/1/2019,1.1
Louisiana,7/1/2019,0.9
Louisiana,8/1/2019,0.9
Louisiana,9/1/2019,0.88
Louisiana,10/1/2019,0.71
Louisiana,11/1/2019,1.2
Louisiana,12/1/2019,1.4
Louisiana,1/1/2020,1.16
Louisiana,2/1/2020,0.82
Louisiana,3/1/2020,0.8
Louisiana,4/1/2020,1.21
Louisiana,5/1/2020,1.05
Louisiana,6/1/2020,1.61
Louisiana,7/1/2020,1.66
Louisiana,8/1/2020,1.44
Louisiana,9/1/2020,1.38
Louisiana,10/1/2020,1.55
Louisiana,11/1/2020,1.49
Louisiana,12/1/2020,1.14
Louisiana,1/1/2021,0.99
Louisiana,2/1/2021,0.82
Louisiana,3/1/2021,0.74
Louisiana,4/1/2021,0.56
Louisiana,5/1/2021,0.97
Louisiana,6/1/2021,1.15
Louisiana,7/1/2021,1.21
Louisiana,8/1/2021,0.74
Louisiana,9/1/2021,0.89
Louisiana,10/1/2021,0.84
Louisiana,11/1/2021,0.67
Louisiana,12/1/2021,1.17
Louisiana,1/1/2022,0.74
Louisiana,2/1/2022,0.91
Louisiana,3/1/2022,0.83
Louisiana,4/1/2022,1
Louisiana,5/1/2022,0.89
Louisiana,6/1/2022,0.63
Louisiana,7/1/2022,0.83
Louisiana,8/1/2022,0.59
Louisiana,9/1/2022,0.85
Louisiana,10/1/2022,0.57
Louisiana,11/1/2022,0.68
Louisiana,12/1/2022,0.68
Louisiana,1/1/2023,0.66
Louisiana,2/1/2023,0.68
Louisiana,3/1/2023,0.59
Louisiana,4/1/2023,0.83
Louisiana,5/1/2023,0.63
Louisiana,6/1/2023,0.79
Louisiana,7/1/2023,0.72
Louisiana,8/1/2023,0.35
Louisiana,9/1/2023,0.31
Louisiana,10/1/2023,0.63
Louisiana,11/1/2023,0.39
Louisiana,12/1/2023,0.57
Massachusetts,1/1/2014,0.27
Massachusetts,2/1/2014,0.1
Massachusetts,3/1/2014,0.12
Massachusetts,4/1/2014,0.18
Massachusetts,5/1/2014,0.15
Massachusetts,6/1/2014,0.18
Massachusetts,7/1/2014,0.12
Massachusetts,8/1/2014,0.28
Massachusetts,9/1/2014,0.13
Massachusetts,10/1/2014,0.16
Massachusetts,11/1/2014,0.12
Massachusetts,12/1/2014,0.15
Massachusetts,1/1/2015,0.26
Massachusetts,2/1/2015,0.12
Massachusetts,3/1/2015,0.19
Massachusetts,4/1/2015,0.12
Massachusetts,5/1/2015,0.19
Massachusetts,6/1/2015,0.15
Massachusetts,7/1/2015,0.19
Massachusetts,8/1/2015,0.18
Massachusetts,9/1/2015,0.12
Massachusetts,10/1/2015,0.06
Massachusetts,11/1/2015,0.16
Massachusetts,12/1/2015,0.19
Massachusetts,1/1/2016,0.23
Massachusetts,2/1/2016,0.09
Massachusetts,3/1/2016,0.21
Massachusetts,4/1/2016,0.09
Massachusetts,5/1/2016,0.19
Massachusetts,6/1/2016,0.18
Massachusetts,7/1/2016,0.1
Massachusetts,8/1/2016,0.15
Massachusetts,9/1/2016,0.15
Massachusetts,10/1/2016,0.28
Massachusetts,11/1/2016,0.13
Massachusetts,12/1/2016,0.16
Massachusetts,1/1/2017,0.19
Massachusetts,2/1/2017,0.2
Massachusetts,3/1/2017,0.1
Massachusetts,4/1/2017,0.17
Massachusetts,5/1/2017,0.23
Massachusetts,6/1/2017,0.19
Massachusetts,7/1/2017,0.28
Massachusetts,8/1/2017,0.26
Massachusetts,9/1/2017,0.34
Massachusetts,10/1/2017,0.2
Massachusetts,11/1/2017,0.1
Massachusetts,12/1/2017,0.22
Massachusetts,1/1/2018,0.14
Massachusetts,2/1/2018,0.19
Massachusetts,3/1/2018,0.1
Massachusetts,4/1/2018,0.14
Massachusetts,5/1/2018,0.28
Massachusetts,6/1/2018,0.19
Massachusetts,7/1/2018,0.16
Massachusetts,8/1/2018,0.17
Massachusetts,9/1/2018,0.1
Massachusetts,10/1/2018,0.19
Massachusetts,11/1/2018,0.17
Massachusetts,12/1/2018,0.14
Massachusetts,1/1/2019,0.16
Massachusetts,2/1/2019,0.16
Massachusetts,3/1/2019,0.12
Massachusetts,4/1/2019,0.04
Massachusetts,5/1/2019,0.2
Massachusetts,6/1/2019,0.2
Massachusetts,7/1/2019,0.19
Massachusetts,8/1/2019,0.28
Massachusetts,9/1/2019,0.15
Massachusetts,10/1/2019,0.3
Massachusetts,11/1/2019,0.19
Massachusetts,12/1/2019,0.15
Massachusetts,1/1/2020,0.22
Massachusetts,2/1/2020,0.19
Massachusetts,3/1/2020,0.15
Massachusetts,4/1/2020,0.06
Massachusetts,5/1/2020,0.22
Massachusetts,6/1/2020,0.22
Massachusetts,7/1/2020,0.45
Massachusetts,8/1/2020,0.2
Massachusetts,9/1/2020,0.16
Massachusetts,10/1/2020,0.17
Massachusetts,11/1/2020,0.1
Massachusetts,12/1/2020,0.22
Massachusetts,1/1/2021,0.16
Massachusetts,2/1/2021,0.17
Massachusetts,3/1/2021,0.13
Massachusetts,4/1/2021,0.07
Massachusetts,5/1/2021,0.23
Massachusetts,6/1/2021,0.13
Massachusetts,7/1/2021,0.11
Massachusetts,8/1/2021,0.21
Massachusetts,9/1/2021,0.1
Massachusetts,10/1/2021,0.17
Massachusetts,11/1/2021,0.17
Massachusetts,12/1/2021,0.24
Massachusetts,1/1/2022,0.13
Massachusetts,2/1/2022,0.09
Massachusetts,3/1/2022,0.14
Massachusetts,4/1/2022,0.17
Massachusetts,5/1/2022,0.23
Massachusetts,6/1/2022,0.13
Massachusetts,7/1/2022,0.27
Massachusetts,8/1/2022,0.2
Massachusetts,9/1/2022,0.19
Massachusetts,10/1/2022,0.2
Massachusetts,11/1/2022,0.23
Massachusetts,12/1/2022,0.17
Massachusetts,1/1/2023,0.17
Massachusetts,2/1/2023,0.13
Massachusetts,3/1/2023,0.17
Massachusetts,4/1/2023,0.14
Massachusetts,5/1/2023,0.13
Massachusetts,6/1/2023,0.19
Massachusetts,7/1/2023,0.29
Massachusetts,8/1/2023,0.19
Massachusetts,9/1/2023,0.14
Massachusetts,10/1/2023,0.14
Massachusetts,11/1/2023,0.17
Massachusetts,12/1/2023,0.19
Maryland,1/1/2014,0.67
Maryland,2/1/2014,0.22
Maryland,3/1/2014,0.38
Maryland,4/1/2014,0.27
Maryland,5/1/2014,0.47
Maryland,6/1/2014,0.42
Maryland,7/1/2014,0.45
Maryland,8/1/2014,0.75
Maryland,9/1/2014,0.42
Maryland,10/1/2014,0.44
Maryland,11/1/2014,0.3
Maryland,12/1/2014,0.57
Maryland,1/1/2015,0.58
Maryland,2/1/2015,0.32
Maryland,3/1/2015,0.52
Maryland,4/1/2015,0.48
Maryland,5/1/2015,0.63
Maryland,6/1/2015,0.67
Maryland,7/1/2015,0.78
Maryland,8/1/2015,0.82
Maryland,9/1/2015,0.63
Maryland,10/1/2015,0.87
Maryland,11/1/2015,0.68
Maryland,12/1/2015,0.93
Maryland,1/1/2016,0.5
Maryland,2/1/2016,0.61
Maryland,3/1/2016,0.45
Maryland,4/1/2016,0.8
Maryland,5/1/2016,0.71
Maryland,6/1/2016,0.66
Maryland,7/1/2016,0.96
Maryland,8/1/2016,0.66
Maryland,9/1/2016,0.9
Maryland,10/1/2016,0.68
Maryland,11/1/2016,0.7
Maryland,12/1/2016,0.57
Maryland,1/1/2017,0.89
Maryland,2/1/2017,0.48
Maryland,3/1/2017,0.69
Maryland,4/1/2017,0.61
Maryland,5/1/2017,0.83
Maryland,6/1/2017,0.56
Maryland,7/1/2017,0.83
Maryland,8/1/2017,0.76
Maryland,9/1/2017,0.78
Maryland,10/1/2017,0.66
Maryland,11/1/2017,0.56
Maryland,12/1/2017,0.81
Maryland,1/1/2018,0.58
Maryland,2/1/2018,0.31
Maryland,3/1/2018,0.45
Maryland,4/1/2018,0.81
Maryland,5/1/2018,0.56
Maryland,6/1/2018,0.65
Maryland,7/1/2018,0.65
Maryland,8/1/2018,0.7
Maryland,9/1/2018,1.04
Maryland,10/1/2018,0.83
Maryland,11/1/2018,0.46
Maryland,12/1/2018,0.76
Maryland,1/1/2019,0.73
Maryland,2/1/2019,0.46
Maryland,3/1/2019,0.76
Maryland,4/1/2019,0.58
Maryland,5/1/2019,0.89
Maryland,6/1/2019,0.84
Maryland,7/1/2019,0.98
Maryland,8/1/2019,0.76
Maryland,9/1/2019,0.83
Maryland,10/1/2019,0.79
Maryland,11/1/2019,0.68
Maryland,12/1/2019,0.88
Maryland,1/1/2020,0.71
Maryland,2/1/2020,0.61
Maryland,3/1/2020,0.53
Maryland,4/1/2020,0.63
Maryland,5/1/2020,0.99
Maryland,6/1/2020,0.84
Maryland,7/1/2020,0.96
Maryland,8/1/2020,0.71
Maryland,9/1/2020,0.94
Maryland,10/1/2020,0.96
Maryland,11/1/2020,0.68
Maryland,12/1/2020,0.89
Maryland,1/1/2021,0.44
Maryland,2/1/2021,0.21
Maryland,3/1/2021,0.36
Maryland,4/1/2021,0.26
Maryland,5/1/2021,0.32
Maryland,6/1/2021,0.31
Maryland,7/1/2021,0.81
Maryland,8/1/2021,0.71
Maryland,9/1/2021,0.79
Maryland,10/1/2021,0.81
Maryland,11/1/2021,0.76
Maryland,12/1/2021,0.76
Maryland,1/1/2022,1.12
Maryland,2/1/2022,0.7
Maryland,3/1/2022,0.86
Maryland,4/1/2022,0.75
Maryland,5/1/2022,0.73
Maryland,6/1/2022,0.94
Maryland,7/1/2022,0.78
Maryland,8/1/2022,0.99
Maryland,9/1/2022,0.67
Maryland,10/1/2022,0.7
Maryland,11/1/2022,0.83
Maryland,12/1/2022,0.79
Maryland,1/1/2023,0.66
Maryland,2/1/2023,0.65
Maryland,3/1/2023,0.6
Maryland,4/1/2023,0.7
Maryland,5/1/2023,0.92
Maryland,6/1/2023,0.84
Maryland,7/1/2023,0.7
Maryland,8/1/2023,0.87
Maryland,9/1/2023,0.7
Maryland,10/1/2023,0.66
Maryland,11/1/2023,0.53
Maryland,12/1/2023,0.49
Maine,1/1/2014,0
Maine,2/1/2014,0.08
Maine,3/1/2014,0.08
Maine,4/1/2014,0
Maine,5/1/2014,0.23
Maine,6/1/2014,0
Maine,7/1/2014,0.3
Maine,8/1/2014,0.08
Maine,9/1/2014,0.15
Maine,10/1/2014,0.15
Maine,11/1/2014,0.15
Maine,12/1/2014,0.38
Maine,1/1/2015,0.08
Maine,2/1/2015,0
Maine,3/1/2015,0.15
Maine,4/1/2015,0
Maine,5/1/2015,0.23
Maine,6/1/2015,0.08
Maine,7/1/2015,0.3
Maine,8/1/2015,0.15
Maine,9/1/2015,0.15
Maine,10/1/2015,0.08
Maine,11/1/2015,0.38
Maine,12/1/2015,0.15
Maine,1/1/2016,0.15
Maine,2/1/2016,0
Maine,3/1/2016,0.15
Maine,4/1/2016,0.08
Maine,5/1/2016,0.08
Maine,6/1/2016,0.23
Maine,7/1/2016,0.15
Maine,8/1/2016,0.15
Maine,9/1/2016,0.08
Maine,10/1/2016,0.3
Maine,11/1/2016,0.08
Maine,12/1/2016,0.08
Maine,1/1/2017,0.07
Maine,2/1/2017,0.3
Maine,3/1/2017,0
Maine,4/1/2017,0.07
Maine,5/1/2017,0
Maine,6/1/2017,0.07
Maine,7/1/2017,0.52
Maine,8/1/2017,0
Maine,9/1/2017,0.15
Maine,10/1/2017,0.15
Maine,11/1/2017,0.07
Maine,12/1/2017,0.22
Maine,1/1/2018,0.3
Maine,2/1/2018,0.15
Maine,3/1/2018,0.22
Maine,4/1/2018,0.15
Maine,5/1/2018,0
Maine,6/1/2018,0.3
Maine,7/1/2018,0.22
Maine,8/1/2018,0
Maine,9/1/2018,0
Maine,10/1/2018,0
Maine,11/1/2018,0.22
Maine,12/1/2018,0.15
Maine,1/1/2019,0.3
Maine,2/1/2019,0.07
Maine,3/1/2019,0.45
Maine,4/1/2019,0
Maine,5/1/2019,0.07
Maine,6/1/2019,0
Maine,7/1/2019,0.15
Maine,8/1/2019,0.22
Maine,9/1/2019,0.07
Maine,10/1/2019,0.15
Maine,11/1/2019,0.15
Maine,12/1/2019,0.07
Maine,1/1/2020,0.15
Maine,2/1/2020,0.3
Maine,3/1/2020,0.07
Maine,4/1/2020,0
Maine,5/1/2020,0
Maine,6/1/2020,0.22
Maine,7/1/2020,0.07
Maine,8/1/2020,0.3
Maine,9/1/2020,0
Maine,10/1/2020,0.52
Maine,11/1/2020,0
Maine,12/1/2020,0.07
Maine,1/1/2021,0.07
Maine,2/1/2021,0.15
Maine,3/1/2021,0.07
Maine,4/1/2021,0
Maine,5/1/2021,0.07
Maine,6/1/2021,0.51
Maine,7/1/2021,0
Maine,8/1/2021,0
