Date,States,Homocides
12/1/2017,Arkansas,19
12/1/2017,Arizona,46
12/1/2017,California,158
12/1/2017,Colorado,19
12/1/2017,Connecticut,15
12/1/2017,District of Columbia,11
12/1/2017,Delaware,3
12/1/2017,Florida,0
12/1/2017,Georgia,52
12/1/2017,Hawaii,7
12/1/2017,Iowa,3
12/1/2017,Idaho,1
12/1/2017,Illinois,56
12/1/2017,Indiana,28
12/1/2017,Kansas,11
12/1/2017,Kentucky,16
12/1/2017,Louisiana,46
12/1/2017,Massachusetts,15
12/1/2017,Maryland,49
12/1/2017,Maine,3
12/1/2017,Michigan,37
12/1/2017,Minnesota,5
12/1/2017,Missouri,47
12/1/2017,Mississippi,13
12/1/2017,Montana,0
12/1/2017,Nebraska,6
12/1/2017,North Carolina,37
12/1/2017,North Dakota,0
12/1/2017,New Hampshire,1
12/1/2017,New Jersey,30
12/1/2017,New Mexico,6
12/1/2017,Nevada,33
12/1/2017,New York,55
12/1/2017,Ohio,71
12/1/2017,Oklahoma,18
12/1/2017,Oregon,7
12/1/2017,Pennsylvania,63
12/1/2017,Rhode Island,1
12/1/2017,South Carolina,23
12/1/2017,South Dakota,0
12/1/2017,Tennessee,47
12/1/2017,Texas,112
12/1/2017,Utah,6
12/1/2017,Virginia,41
12/1/2017,Vermont,0
12/1/2017,Washington,21
12/1/2017,Wisconsin,14
12/1/2017,West Virginia,13
12/1/2017,Wyoming,0
1/1/2018,Alaska,7
1/1/2018,Alabama,0
1/1/2018,Arkansas,21
1/1/2018,Arizona,42
1/1/2018,California,166
1/1/2018,Colorado,22
1/1/2018,Connecticut,10
1/1/2018,District of Columbia,11
1/1/2018,Delaware,3
1/1/2018,Florida,0
1/1/2018,Georgia,42
1/1/2018,Hawaii,3
1/1/2018,Iowa,9
1/1/2018,Idaho,6
1/1/2018,Illinois,66
1/1/2018,Indiana,37
1/1/2018,Kansas,6
1/1/2018,Kentucky,20
1/1/2018,Louisiana,45
1/1/2018,Massachusetts,10
1/1/2018,Maryland,35
1/1/2018,Maine,4
1/1/2018,Michigan,48
1/1/2018,Minnesota,11
1/1/2018,Missouri,42
1/1/2018,Mississippi,14
1/1/2018,Montana,4
1/1/2018,Nebraska,4
1/1/2018,North Carolina,45
1/1/2018,North Dakota,0
1/1/2018,New Hampshire,0
1/1/2018,New Jersey,20
1/1/2018,New Mexico,11
1/1/2018,Nevada,34
1/1/2018,New York,33
1/1/2018,Ohio,55
1/1/2018,Oklahoma,11
1/1/2018,Oregon,8
1/1/2018,Pennsylvania,64
1/1/2018,Rhode Island,4
1/1/2018,South Carolina,33
1/1/2018,South Dakota,2
1/1/2018,Tennessee,46
1/1/2018,Texas,112
1/1/2018,Utah,3
1/1/2018,Virginia,39
1/1/2018,Vermont,2
1/1/2018,Washington,21
1/1/2018,Wisconsin,15
1/1/2018,West Virginia,8
1/1/2018,Wyoming,1
2/1/2018,Alaska,1
2/1/2018,Alabama,1
2/1/2018,Arkansas,14
2/1/2018,Arizona,31
2/1/2018,California,121
2/1/2018,Colorado,10
2/1/2018,Connecticut,8
2/1/2018,District of Columbia,6
2/1/2018,Delaware,6
2/1/2018,Florida,0
2/1/2018,Georgia,47
2/1/2018,Hawaii,3
2/1/2018,Iowa,1
2/1/2018,Idaho,3
2/1/2018,Illinois,66
2/1/2018,Indiana,25
2/1/2018,Kansas,8
2/1/2018,Kentucky,31
2/1/2018,Louisiana,48
2/1/2018,Massachusetts,13
2/1/2018,Maryland,19
2/1/2018,Maine,2
2/1/2018,Michigan,47
2/1/2018,Minnesota,8
2/1/2018,Missouri,32
2/1/2018,Mississippi,11
2/1/2018,Montana,3
2/1/2018,Nebraska,3
2/1/2018,North Carolina,28
2/1/2018,North Dakota,0
2/1/2018,New Hampshire,1
2/1/2018,New Jersey,19
2/1/2018,New Mexico,8
2/1/2018,Nevada,34
2/1/2018,New York,26
2/1/2018,Ohio,47
2/1/2018,Oklahoma,14
2/1/2018,Oregon,3
2/1/2018,Pennsylvania,67
2/1/2018,Rhode Island,1
2/1/2018,South Carolina,31
2/1/2018,South Dakota,3
2/1/2018,Tennessee,30
2/1/2018,Texas,91
2/1/2018,Utah,3
2/1/2018,Virginia,23
2/1/2018,Vermont,0
2/1/2018,Washington,17
2/1/2018,Wisconsin,12
2/1/2018,West Virginia,6
2/1/2018,Wyoming,0
3/1/2018,Alaska,3
3/1/2018,Alabama,1
3/1/2018,Arkansas,22
3/1/2018,Arizona,28
3/1/2018,California,116
3/1/2018,Colorado,16
3/1/2018,Connecticut,4
3/1/2018,District of Columbia,16
3/1/2018,Delaware,2
3/1/2018,Florida,1
3/1/2018,Georgia,49
3/1/2018,Hawaii,1
3/1/2018,Iowa,4
3/1/2018,Idaho,2
3/1/2018,Illinois,51
3/1/2018,Indiana,34
3/1/2018,Kansas,16
3/1/2018,Kentucky,20
3/1/2018,Louisiana,40
3/1/2018,Massachusetts,7
3/1/2018,Maryland,27
3/1/2018,Maine,3
3/1/2018,Michigan,41
3/1/2018,Minnesota,12
3/1/2018,Missouri,50
3/1/2018,Mississippi,14
3/1/2018,Montana,3
3/1/2018,Nebraska,4
3/1/2018,North Carolina,36
3/1/2018,North Dakota,1
3/1/2018,New Hampshire,0
3/1/2018,New Jersey,27
3/1/2018,New Mexico,19
3/1/2018,Nevada,27
3/1/2018,New York,38
3/1/2018,Ohio,30
3/1/2018,Oklahoma,14
3/1/2018,Oregon,7
3/1/2018,Pennsylvania,63
3/1/2018,Rhode Island,1
3/1/2018,South Carolina,24
3/1/2018,South Dakota,0
3/1/2018,Tennessee,30
3/1/2018,Texas,137
3/1/2018,Utah,4
3/1/2018,Virginia,34
3/1/2018,Vermont,1
3/1/2018,Washington,22
3/1/2018,Wisconsin,18
3/1/2018,West Virginia,9
3/1/2018,Wyoming,2
4/1/2018,Alaska,4
4/1/2018,Alabama,0
4/1/2018,Arkansas,17
4/1/2018,Arizona,29
4/1/2018,California,145
4/1/2018,Colorado,22
4/1/2018,Connecticut,5
4/1/2018,District of Columbia,9
4/1/2018,Delaware,1
4/1/2018,Florida,2
4/1/2018,Georgia,46
4/1/2018,Hawaii,2
4/1/2018,Iowa,6
4/1/2018,Idaho,4
4/1/2018,Illinois,64
4/1/2018,Indiana,24
4/1/2018,Kansas,7
4/1/2018,Kentucky,23
4/1/2018,Louisiana,43
4/1/2018,Massachusetts,10
4/1/2018,Maryland,49
4/1/2018,Maine,2
4/1/2018,Michigan,46
4/1/2018,Minnesota,6
4/1/2018,Missouri,44
4/1/2018,Mississippi,20
4/1/2018,Montana,3
4/1/2018,Nebraska,3
4/1/2018,North Carolina,58
4/1/2018,North Dakota,1
4/1/2018,New Hampshire,1
4/1/2018,New Jersey,30
4/1/2018,New Mexico,17
4/1/2018,Nevada,28
4/1/2018,New York,56
4/1/2018,Ohio,62
4/1/2018,Oklahoma,24
4/1/2018,Oregon,4
4/1/2018,Pennsylvania,56
4/1/2018,Rhode Island,1
4/1/2018,South Carolina,33
4/1/2018,South Dakota,1
4/1/2018,Tennessee,35
4/1/2018,Texas,113
4/1/2018,Utah,3
4/1/2018,Virginia,22
4/1/2018,Vermont,0
4/1/2018,Washington,13
4/1/2018,Wisconsin,17
4/1/2018,West Virginia,2
4/1/2018,Wyoming,1
5/1/2018,Alaska,3
5/1/2018,Alabama,1
5/1/2018,Arkansas,16
5/1/2018,Arizona,31
5/1/2018,California,135
5/1/2018,Colorado,16
5/1/2018,Connecticut,11
5/1/2018,District of Columbia,22
5/1/2018,Delaware,11
5/1/2018,Florida,1
5/1/2018,Georgia,55
5/1/2018,Hawaii,4
5/1/2018,Iowa,6
5/1/2018,Idaho,2
5/1/2018,Illinois,74
5/1/2018,Indiana,32
5/1/2018,Kansas,5
5/1/2018,Kentucky,16
5/1/2018,Louisiana,62
5/1/2018,Massachusetts,19
5/1/2018,Maryland,34
5/1/2018,Maine,0
5/1/2018,Michigan,51
5/1/2018,Minnesota,5
5/1/2018,Missouri,41
5/1/2018,Mississippi,12
5/1/2018,Montana,3
5/1/2018,Nebraska,2
5/1/2018,North Carolina,52
5/1/2018,North Dakota,7
5/1/2018,New Hampshire,2
5/1/2018,New Jersey,29
5/1/2018,New Mexico,14
5/1/2018,Nevada,22
5/1/2018,New York,54
5/1/2018,Ohio,48
5/1/2018,Oklahoma,18
5/1/2018,Oregon,7
5/1/2018,Pennsylvania,67
5/1/2018,Rhode Island,0
5/1/2018,South Carolina,36
5/1/2018,South Dakota,0
5/1/2018,Tennessee,47
5/1/2018,Texas,103
5/1/2018,Utah,4
5/1/2018,Virginia,39
5/1/2018,Vermont,4
5/1/2018,Washington,16
5/1/2018,Wisconsin,20
5/1/2018,West Virginia,6
5/1/2018,Wyoming,2
6/1/2018,Alaska,3
6/1/2018,Alabama,0
6/1/2018,Arkansas,21
6/1/2018,Arizona,37
6/1/2018,California,166
6/1/2018,Colorado,16
6/1/2018,Connecticut,9
6/1/2018,District of Columbia,11
6/1/2018,Delaware,4
6/1/2018,Florida,1
6/1/2018,Georgia,53
6/1/2018,Hawaii,3
6/1/2018,Iowa,4
6/1/2018,Idaho,2
6/1/2018,Illinois,94
6/1/2018,Indiana,28
6/1/2018,Kansas,18
6/1/2018,Kentucky,24
6/1/2018,Louisiana,43
6/1/2018,Massachusetts,13
6/1/2018,Maryland,39
6/1/2018,Maine,4
6/1/2018,Michigan,42
6/1/2018,Minnesota,10
6/1/2018,Missouri,45
6/1/2018,Mississippi,15
6/1/2018,Montana,2
6/1/2018,Nebraska,8
6/1/2018,North Carolina,37
6/1/2018,North Dakota,3
6/1/2018,New Hampshire,3
6/1/2018,New Jersey,20
6/1/2018,New Mexico,18
6/1/2018,Nevada,30
6/1/2018,New York,67
6/1/2018,Ohio,60
6/1/2018,Oklahoma,21
6/1/2018,Oregon,15
6/1/2018,Pennsylvania,63
6/1/2018,Rhode Island,2
6/1/2018,South Carolina,31
6/1/2018,South Dakota,1
6/1/2018,Tennessee,52
6/1/2018,Texas,115
6/1/2018,Utah,9
6/1/2018,Virginia,34
6/1/2018,Vermont,1
6/1/2018,Washington,25
6/1/2018,Wisconsin,12
6/1/2018,West Virginia,5
6/1/2018,Wyoming,0
7/1/2018,Alaska,3
7/1/2018,Alabama,1
7/1/2018,Arkansas,18
7/1/2018,Arizona,33
7/1/2018,California,178
7/1/2018,Colorado,20
7/1/2018,Connecticut,2
7/1/2018,District of Columbia,18
7/1/2018,Delaware,6
7/1/2018,Florida,0
7/1/2018,Georgia,59
7/1/2018,Hawaii,3
7/1/2018,Iowa,3
7/1/2018,Idaho,3
7/1/2018,Illinois,100
7/1/2018,Indiana,35
7/1/2018,Kansas,11
7/1/2018,Kentucky,22
7/1/2018,Louisiana,39
7/1/2018,Massachusetts,11
7/1/2018,Maryland,39
7/1/2018,Maine,3
7/1/2018,Michigan,38
7/1/2018,Minnesota,8
7/1/2018,Missouri,55
7/1/2018,Mississippi,10
7/1/2018,Montana,5
7/1/2018,Nebraska,5
7/1/2018,North Carolina,51
7/1/2018,North Dakota,1
7/1/2018,New Hampshire,2
7/1/2018,New Jersey,26
7/1/2018,New Mexico,9
7/1/2018,Nevada,23
7/1/2018,New York,65
7/1/2018,Ohio,60
7/1/2018,Oklahoma,15
7/1/2018,Oregon,6
7/1/2018,Pennsylvania,65
7/1/2018,Rhode Island,1
7/1/2018,South Carolina,40
7/1/2018,South Dakota,1
7/1/2018,Tennessee,53
7/1/2018,Texas,117
7/1/2018,Utah,5
7/1/2018,Virginia,38
7/1/2018,Vermont,1
7/1/2018,Washington,26
7/1/2018,Wisconsin,7
7/1/2018,West Virginia,4
7/1/2018,Wyoming,0
8/1/2018,Alaska,3
8/1/2018,Alabama,0
8/1/2018,Arkansas,15
8/1/2018,Arizona,22
8/1/2018,California,152
8/1/2018,Colorado,19
8/1/2018,Connecticut,5
8/1/2018,District of Columbia,8
8/1/2018,Delaware,4
8/1/2018,Florida,0
8/1/2018,Georgia,55
8/1/2018,Hawaii,6
8/1/2018,Iowa,3
8/1/2018,Idaho,2
8/1/2018,Illinois,78
8/1/2018,Indiana,34
8/1/2018,Kansas,9
8/1/2018,Kentucky,11
8/1/2018,Louisiana,36
8/1/2018,Massachusetts,12
8/1/2018,Maryland,42
8/1/2018,Maine,0
8/1/2018,Michigan,66
8/1/2018,Minnesota,10
8/1/2018,Missouri,51
8/1/2018,Mississippi,12
8/1/2018,Montana,3
8/1/2018,Nebraska,3
8/1/2018,North Carolina,52
8/1/2018,North Dakota,1
8/1/2018,New Hampshire,4
8/1/2018,New Jersey,30
8/1/2018,New Mexico,11
8/1/2018,Nevada,33
8/1/2018,New York,46
8/1/2018,Ohio,44
8/1/2018,Oklahoma,13
8/1/2018,Oregon,5
8/1/2018,Pennsylvania,80
8/1/2018,Rhode Island,1
8/1/2018,South Carolina,48
8/1/2018,South Dakota,3
8/1/2018,Tennessee,40
8/1/2018,Texas,129
8/1/2018,Utah,7
8/1/2018,Virginia,41
8/1/2018,Vermont,0
8/1/2018,Washington,13
8/1/2018,Wisconsin,22
8/1/2018,West Virginia,5
8/1/2018,Wyoming,3
9/1/2018,Alaska,3
9/1/2018,Alabama,0
9/1/2018,Arkansas,23
9/1/2018,Arizona,19
9/1/2018,California,128
9/1/2018,Colorado,21
9/1/2018,Connecticut,13
9/1/2018,District of Columbia,17
9/1/2018,Delaware,3
9/1/2018,Florida,2
9/1/2018,Georgia,40
9/1/2018,Hawaii,4
9/1/2018,Iowa,2
9/1/2018,Idaho,3
9/1/2018,Illinois,79
9/1/2018,Indiana,37
9/1/2018,Kansas,11
9/1/2018,Kentucky,18
9/1/2018,Louisiana,34
9/1/2018,Massachusetts,7
9/1/2018,Maryland,63
9/1/2018,Maine,0
9/1/2018,Michigan,49
9/1/2018,Minnesota,15
9/1/2018,Missouri,45
9/1/2018,Mississippi,14
9/1/2018,Montana,4
9/1/2018,Nebraska,4
9/1/2018,North Carolina,39
9/1/2018,North Dakota,2
9/1/2018,New Hampshire,1
9/1/2018,New Jersey,24
9/1/2018,New Mexico,7
9/1/2018,Nevada,31
9/1/2018,New York,47
9/1/2018,Ohio,47
9/1/2018,Oklahoma,21
9/1/2018,Oregon,7
9/1/2018,Pennsylvania,69
9/1/2018,Rhode Island,3
9/1/2018,South Carolina,29
9/1/2018,South Dakota,1
9/1/2018,Tennessee,53
9/1/2018,Texas,102
9/1/2018,Utah,9
9/1/2018,Virginia,36
9/1/2018,Vermont,0
9/1/2018,Washington,17
9/1/2018,Wisconsin,15
9/1/2018,West Virginia,11
9/1/2018,Wyoming,0
10/1/2018,Alaska,5
10/1/2018,Alabama,1
10/1/2018,Arkansas,19
10/1/2018,Arizona,23
10/1/2018,California,142
10/1/2018,Colorado,21
10/1/2018,Connecticut,7
10/1/2018,District of Columbia,19
10/1/2018,Delaware,4
10/1/2018,Florida,1
10/1/2018,Georgia,48
10/1/2018,Hawaii,3
10/1/2018,Iowa,3
10/1/2018,Idaho,3
10/1/2018,Illinois,78
10/1/2018,Indiana,23
10/1/2018,Kansas,7
10/1/2018,Kentucky,13
10/1/2018,Louisiana,39
10/1/2018,Massachusetts,13
10/1/2018,Maryland,50
10/1/2018,Maine,0
10/1/2018,Michigan,49
10/1/2018,Minnesota,5
10/1/2018,Missouri,49
10/1/2018,Mississippi,8
10/1/2018,Montana,6
10/1/2018,Nebraska,3
10/1/2018,North Carolina,30
10/1/2018,North Dakota,0
10/1/2018,New Hampshire,2
10/1/2018,New Jersey,15
10/1/2018,New Mexico,15
10/1/2018,Nevada,23
10/1/2018,New York,40
10/1/2018,Ohio,48
10/1/2018,Oklahoma,25
10/1/2018,Oregon,9
10/1/2018,Pennsylvania,65
10/1/2018,Rhode Island,1
10/1/2018,South Carolina,31
10/1/2018,South Dakota,0
10/1/2018,Tennessee,48
10/1/2018,Texas,81
10/1/2018,Utah,8
10/1/2018,Virginia,34
10/1/2018,Vermont,3
10/1/2018,Washington,24
10/1/2018,Wisconsin,19
10/1/2018,West Virginia,8
10/1/2018,Wyoming,2
11/1/2018,Alaska,6
11/1/2018,Alabama,0
11/1/2018,Arkansas,27
11/1/2018,Arizona,32
11/1/2018,California,141
11/1/2018,Colorado,18
11/1/2018,Connecticut,7
11/1/2018,District of Columbia,0
11/1/2018,Delaware,3
11/1/2018,Florida,0
11/1/2018,Georgia,48
11/1/2018,Hawaii,4
11/1/2018,Iowa,2
11/1/2018,Idaho,3
11/1/2018,Illinois,74
11/1/2018,Indiana,35
11/1/2018,Kansas,9
11/1/2018,Kentucky,22
11/1/2018,Louisiana,49
11/1/2018,Massachusetts,12
11/1/2018,Maryland,28
11/1/2018,Maine,3
11/1/2018,Michigan,43
11/1/2018,Minnesota,8
11/1/2018,Missouri,38
11/1/2018,Mississippi,9
11/1/2018,Montana,2
11/1/2018,Nebraska,1
11/1/2018,North Carolina,37
11/1/2018,North Dakota,1
11/1/2018,New Hampshire,3
11/1/2018,New Jersey,26
11/1/2018,New Mexico,8
11/1/2018,Nevada,24
11/1/2018,New York,35
11/1/2018,Ohio,50
11/1/2018,Oklahoma,19
11/1/2018,Oregon,14
11/1/2018,Pennsylvania,61
11/1/2018,Rhode Island,1
11/1/2018,South Carolina,31
11/1/2018,South Dakota,0
11/1/2018,Tennessee,37
11/1/2018,Texas,108
11/1/2018,Utah,4
11/1/2018,Virginia,33
11/1/2018,Vermont,0
11/1/2018,Washington,23
11/1/2018,Wisconsin,10
11/1/2018,West Virginia,6
11/1/2018,Wyoming,0
12/1/2018,Alaska,6
12/1/2018,Alabama,0
12/1/2018,Arkansas,16
12/1/2018,Arizona,30
12/1/2018,California,149
12/1/2018,Colorado,16
12/1/2018,Connecticut,9
12/1/2018,District of Columbia,14
12/1/2018,Delaware,0
12/1/2018,Florida,0
12/1/2018,Georgia,63
12/1/2018,Hawaii,0
12/1/2018,Iowa,2
12/1/2018,Idaho,0
12/1/2018,Illinois,62
12/1/2018,Indiana,27
12/1/2018,Kansas,5
12/1/2018,Kentucky,33
12/1/2018,Louisiana,46
12/1/2018,Massachusetts,10
12/1/2018,Maryland,46
12/1/2018,Maine,2
12/1/2018,Michigan,39
12/1/2018,Minnesota,6
12/1/2018,Missouri,66
12/1/2018,Mississippi,14
12/1/2018,Montana,3
12/1/2018,Nebraska,3
12/1/2018,North Carolina,25
12/1/2018,North Dakota,0
12/1/2018,New Hampshire,2
12/1/2018,New Jersey,21
12/1/2018,New Mexico,12
12/1/2018,Nevada,19
12/1/2018,New York,40
12/1/2018,Ohio,41
12/1/2018,Oklahoma,16
12/1/2018,Oregon,1
12/1/2018,Pennsylvania,67
12/1/2018,Rhode Island,0
12/1/2018,South Carolina,37
12/1/2018,South Dakota,1
12/1/2018,Tennessee,48
12/1/2018,Texas,105
12/1/2018,Utah,4
12/1/2018,Virginia,36
12/1/2018,Vermont,0
12/1/2018,Washington,25
12/1/2018,Wisconsin,11
12/1/2018,West Virginia,7
12/1/2018,Wyoming,1
1/1/2019,Alaska,4
1/1/2019,Alabama,2
1/1/2019,Arkansas,23
1/1/2019,Arizona,22
1/1/2019,California,152
1/1/2019,Colorado,12
1/1/2019,Connecticut,13
1/1/2019,District of Columbia,19
1/1/2019,Delaware,6
1/1/2019,Florida,1
1/1/2019,Georgia,52
1/1/2019,Hawaii,0
1/1/2019,Iowa,5
1/1/2019,Idaho,3
1/1/2019,Illinois,52
1/1/2019,Indiana,21
1/1/2019,Kansas,2
1/1/2019,Kentucky,19
1/1/2019,Louisiana,42
1/1/2019,Massachusetts,11
1/1/2019,Maryland,44
1/1/2019,Maine,4
1/1/2019,Michigan,36
1/1/2019,Minnesota,10
1/1/2019,Missouri,50
1/1/2019,Mississippi,24
1/1/2019,Montana,0
1/1/2019,Nebraska,2
1/1/2019,North Carolina,52
1/1/2019,North Dakota,2
1/1/2019,New Hampshire,0
1/1/2019,New Jersey,13
1/1/2019,New Mexico,10
1/1/2019,Nevada,17
1/1/2019,New York,53
1/1/2019,Ohio,47
1/1/2019,Oklahoma,21
1/1/2019,Oregon,15
1/1/2019,Pennsylvania,54
1/1/2019,Rhode Island,6
1/1/2019,South Carolina,39
1/1/2019,South Dakota,2
1/1/2019,Tennessee,42
1/1/2019,Texas,95
1/1/2019,Utah,6
1/1/2019,Virginia,36
1/1/2019,Vermont,0
1/1/2019,Washington,24
1/1/2019,Wisconsin,21
1/1/2019,West Virginia,3
1/1/2019,Wyoming,2
2/1/2019,Alaska,5
2/1/2019,Alabama,4
2/1/2019,Arkansas,13
2/1/2019,Arizona,33
2/1/2019,California,122
2/1/2019,Colorado,13
2/1/2019,Connecticut,8
2/1/2019,District of Columbia,9
2/1/2019,Delaware,1
2/1/2019,Florida,0
2/1/2019,Georgia,41
2/1/2019,Hawaii,1
2/1/2019,Iowa,4
2/1/2019,Idaho,1
2/1/2019,Illinois,59
2/1/2019,Indiana,29
2/1/2019,Kansas,7
2/1/2019,Kentucky,20
2/1/2019,Louisiana,41
2/1/2019,Massachusetts,11
2/1/2019,Maryland,28
2/1/2019,Maine,1
2/1/2019,Michigan,29
2/1/2019,Minnesota,9
2/1/2019,Missouri,35
2/1/2019,Mississippi,21
2/1/2019,Montana,3
2/1/2019,Nebraska,5
2/1/2019,North Carolina,46
2/1/2019,North Dakota,1
2/1/2019,New Hampshire,4
2/1/2019,New Jersey,20
2/1/2019,New Mexico,5
2/1/2019,Nevada,9
2/1/2019,New York,43
2/1/2019,Ohio,34
2/1/2019,Oklahoma,21
2/1/2019,Oregon,13
2/1/2019,Pennsylvania,50
2/1/2019,Rhode Island,0
2/1/2019,South Carolina,41
2/1/2019,South Dakota,1
2/1/2019,Tennessee,31
2/1/2019,Texas,129
2/1/2019,Utah,7
2/1/2019,Virginia,25
2/1/2019,Vermont,0
2/1/2019,Washington,12
2/1/2019,Wisconsin,11
2/1/2019,West Virginia,6
2/1/2019,Wyoming,1
3/1/2019,Alaska,6
3/1/2019,Alabama,0
3/1/2019,Arkansas,20
3/1/2019,Arizona,20
3/1/2019,California,140
3/1/2019,Colorado,14
3/1/2019,Connecticut,7
3/1/2019,District of Columbia,9
3/1/2019,Delaware,7
3/1/2019,Florida,1
3/1/2019,Georgia,60
3/1/2019,Hawaii,7
3/1/2019,Iowa,4
3/1/2019,Idaho,5
3/1/2019,Illinois,63
3/1/2019,Indiana,26
3/1/2019,Kansas,6
3/1/2019,Kentucky,17
3/1/2019,Louisiana,38
3/1/2019,Massachusetts,8
3/1/2019,Maryland,46
3/1/2019,Maine,6
3/1/2019,Michigan,44
3/1/2019,Minnesota,5
3/1/2019,Missouri,38
3/1/2019,Mississippi,8
3/1/2019,Montana,7
3/1/2019,Nebraska,3
3/1/2019,North Carolina,37
3/1/2019,North Dakota,2
3/1/2019,New Hampshire,6
3/1/2019,New Jersey,17
3/1/2019,New Mexico,4
3/1/2019,Nevada,31
3/1/2019,New York,38
3/1/2019,Ohio,43
3/1/2019,Oklahoma,30
3/1/2019,Oregon,8
3/1/2019,Pennsylvania,56
3/1/2019,Rhode Island,4
3/1/2019,South Carolina,30
3/1/2019,South Dakota,2
3/1/2019,Tennessee,38
3/1/2019,Texas,118
3/1/2019,Utah,7
3/1/2019,Virginia,35
3/1/2019,Vermont,2
3/1/2019,Washington,17
3/1/2019,Wisconsin,8
3/1/2019,West Virginia,5
3/1/2019,Wyoming,0
4/1/2019,Alaska,5
4/1/2019,Alabama,2
4/1/2019,Arkansas,19
4/1/2019,Arizona,37
4/1/2019,California,116
4/1/2019,Colorado,19
4/1/2019,Connecticut,3
4/1/2019,District of Columbia,14
4/1/2019,Delaware,2
4/1/2019,Florida,0
4/1/2019,Georgia,62
4/1/2019,Hawaii,3
4/1/2019,Iowa,6
4/1/2019,Idaho,4
4/1/2019,Illinois,100
4/1/2019,Indiana,27
4/1/2019,Kansas,9
4/1/2019,Kentucky,20
4/1/2019,Louisiana,31
4/1/2019,Massachusetts,3
4/1/2019,Maryland,35
4/1/2019,Maine,0
4/1/2019,Michigan,36
4/1/2019,Minnesota,6
4/1/2019,Missouri,39
4/1/2019,Mississippi,21
4/1/2019,Montana,3
4/1/2019,Nebraska,3
4/1/2019,North Carolina,45
4/1/2019,North Dakota,5
4/1/2019,New Hampshire,5
4/1/2019,New Jersey,16
4/1/2019,New Mexico,18
4/1/2019,Nevada,12
4/1/2019,New York,32
4/1/2019,Ohio,38
4/1/2019,Oklahoma,17
4/1/2019,Oregon,10
4/1/2019,Pennsylvania,53
4/1/2019,Rhode Island,1
4/1/2019,South Carolina,17
4/1/2019,South Dakota,1
4/1/2019,Tennessee,54
4/1/2019,Texas,98
4/1/2019,Utah,5
4/1/2019,Virginia,26
4/1/2019,Vermont,1
4/1/2019,Washington,24
4/1/2019,Wisconsin,16
4/1/2019,West Virginia,10
4/1/2019,Wyoming,0
5/1/2019,Alaska,4
5/1/2019,Alabama,0
5/1/2019,Arkansas,14
5/1/2019,Arizona,32
5/1/2019,California,145
5/1/2019,Colorado,20
5/1/2019,Connecticut,8
5/1/2019,District of Columbia,9
5/1/2019,Delaware,1
5/1/2019,Florida,0
5/1/2019,Georgia,48
5/1/2019,Hawaii,1
5/1/2019,Iowa,4
5/1/2019,Idaho,2
5/1/2019,Illinois,80
5/1/2019,Indiana,27
5/1/2019,Kansas,5
5/1/2019,Kentucky,18
5/1/2019,Louisiana,47
5/1/2019,Massachusetts,14
5/1/2019,Maryland,54
5/1/2019,Maine,1
5/1/2019,Michigan,59
5/1/2019,Minnesota,9
5/1/2019,Missouri,52
5/1/2019,Mississippi,25
5/1/2019,Montana,1
5/1/2019,Nebraska,4
5/1/2019,North Carolina,52
5/1/2019,North Dakota,4
5/1/2019,New Hampshire,1
5/1/2019,New Jersey,33
5/1/2019,New Mexico,13
5/1/2019,Nevada,11
5/1/2019,New York,37
5/1/2019,Ohio,46
5/1/2019,Oklahoma,20
5/1/2019,Oregon,11
5/1/2019,Pennsylvania,69
5/1/2019,Rhode Island,1
5/1/2019,South Carolina,39
5/1/2019,South Dakota,1
5/1/2019,Tennessee,37
5/1/2019,Texas,130
5/1/2019,Utah,12
5/1/2019,Virginia,66
5/1/2019,Vermont,1
5/1/2019,Washington,16
5/1/2019,Wisconsin,20
5/1/2019,West Virginia,10
5/1/2019,Wyoming,0
6/1/2019,Alaska,5
6/1/2019,Alabama,3
6/1/2019,Arkansas,25
6/1/2019,Arizona,34
6/1/2019,California,160
6/1/2019,Colorado,23
6/1/2019,Connecticut,8
6/1/2019,District of Columbia,15
6/1/2019,Delaware,1
6/1/2019,Florida,1
6/1/2019,Georgia,41
6/1/2019,Hawaii,1
6/1/2019,Iowa,6
6/1/2019,Idaho,2
6/1/2019,Illinois,78
6/1/2019,Indiana,21
6/1/2019,Kansas,9
6/1/2019,Kentucky,27
6/1/2019,Louisiana,51
6/1/2019,Massachusetts,14
6/1/2019,Maryland,51
6/1/2019,Maine,0
6/1/2019,Michigan,57
6/1/2019,Minnesota,10
6/1/2019,Missouri,51
6/1/2019,Mississippi,15
6/1/2019,Montana,1
6/1/2019,Nebraska,6
6/1/2019,North Carolina,59
6/1/2019,North Dakota,2
6/1/2019,New Hampshire,1
6/1/2019,New Jersey,24
6/1/2019,New Mexico,15
6/1/2019,Nevada,8
6/1/2019,New York,56
6/1/2019,Ohio,66
6/1/2019,Oklahoma,19
6/1/2019,Oregon,3
6/1/2019,Pennsylvania,52
6/1/2019,Rhode Island,2
6/1/2019,South Carolina,35
6/1/2019,South Dakota,1
6/1/2019,Tennessee,48
6/1/2019,Texas,117
6/1/2019,Utah,5
6/1/2019,Virginia,31
6/1/2019,Vermont,0
6/1/2019,Washington,17
6/1/2019,Wisconsin,19
6/1/2019,West Virginia,6
6/1/2019,Wyoming,1
7/1/2019,Alaska,4
7/1/2019,Alabama,1
7/1/2019,Arkansas,20
